FID,REF_ID_COD,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY,ArcJoinKey,MapUnitPK,DataSource,IDConf,Shape_Leng,Shape_Area
689,SwanDA1969,Tjw,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFF.Lflb.Gmix.End,volcaniclastic rocks,tuff,flow banded,mixed grains,no data,volcanic,SwanDA1969Tjw,11687,274,99,33994.06041,23797772.54
690,SwanDA1969,Tcp,Picture Gorge Basalt of Columbia River Group,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cf_m.Ejnt,lava flows,basalt,no data,fine to medium crystals,jointed,volcanic,SwanDA1969Tcp,11677,274,99,3549.386868,753535.0233
691,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,173778.7583,563094553.2
692,SwanDA1969,Qf,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.fan.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial fan deposits,No data,no data,mixed grained sediments,sv.MIX.Lnd.CGnd.End,sedimentary/volcanic rocks,mixed lithologies,no data,no data,no data,surficial sediments,SwanDA1969Qf,11664,274,99,22343.06214,19875980.06
693,SwanDA1969,Qf,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.fan.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial fan deposits,No data,no data,mixed grained sediments,sv.MIX.Lnd.CGnd.End,sedimentary/volcanic rocks,mixed lithologies,no data,no data,no data,surficial sediments,SwanDA1969Qf,11664,274,99,30251.4411,28600790.98
694,SwanDA1969,Tcp,Picture Gorge Basalt of Columbia River Group,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cf_m.Ejnt,lava flows,basalt,no data,fine to medium crystals,jointed,volcanic,SwanDA1969Tcp,11677,274,99,13265.73145,7824325.621
695,SwanDA1969,QTb,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vol.MP.dg.des.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Dalles Group,Deschutes Formation,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ebrcjnt,lava flows,basalt,no data,mixed crystals,brecciated/jointed,volcanic,SwanDA1969QTb,11667,274,99,11185.70922,4287792.464
696,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,5426.396107,1663944.222
697,SwanDA1969,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ejnt,lava flows,basalt,no data,mixed crystals,jointed,volcanic,SwanDA1969Tcr1,11679,274,99,73765.06092,89278095.11
698,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,16206.80716,5712841.686
699,SwanDA1969,Qs,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,srx.MIX.Lnd.Gmix.End,sedimentary rocks,mixed lithologies,no data,mixed grains,no data,surficial sediments,SwanDA1969Qs,11666,274,99,25846.18941,22880300.93
700,SwanDA1969,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gslt_gvl.End,unconsolidated rocks,fluvial,no data,silt to gravel grains,no data,surficial sediments,SwanDA1969Qal,11662,274,99,374612.7672,509119163.5
701,SwanDA1969,Qs,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,srx.MIX.Lnd.Gmix.End,sedimentary rocks,mixed lithologies,no data,mixed grains,no data,surficial sediments,SwanDA1969Qs,11666,274,99,102215.5759,194758990.2
702,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,40550.12669,19493285.22
703,SwanDA1969,Tc,Clarno Formation,vol.EO.jdcl.cl.nd.nd.mix,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,iv.MIX.Lnd.CGsd.End,intrusive/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,volcanic,SwanDA1969Tc,11674,274,99,4312.96214,585968.6693
704,SwanDA1969,Qs,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,srx.MIX.Lnd.Gmix.End,sedimentary rocks,mixed lithologies,no data,mixed grains,no data,surficial sediments,SwanDA1969Qs,11666,274,99,7216.668598,2583285.057
705,SwanDA1969,Tc,Clarno Formation,vol.EO.jdcl.cl.nd.nd.mix,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,iv.MIX.Lnd.CGsd.End,intrusive/volcanic rocks,mixed lithologies,no data,some data crystals/grains,no data,volcanic,SwanDA1969Tc,11674,274,99,96817.7933,164764210.2
706,SwanDA1969,Tjw,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFF.Lflb.Gmix.End,volcaniclastic rocks,tuff,flow banded,mixed grains,no data,volcanic,SwanDA1969Tjw,11687,274,99,3559.109054,862690.4271
707,SwanDA1969,Tjw,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFF.Lflb.Gmix.End,volcaniclastic rocks,tuff,flow banded,mixed grains,no data,volcanic,SwanDA1969Tjw,11687,274,99,10859.43045,4770148.964
708,SwanDA1969,Qs,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,srx.MIX.Lnd.Gmix.End,sedimentary rocks,mixed lithologies,no data,mixed grains,no data,surficial sediments,SwanDA1969Qs,11666,274,99,83916.41542,133888859.8
709,SwanDA1969,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,SwanDA1969Qls,11665,274,99,6761.118267,3027685.048
710,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,85792.80977,191967297.3
711,SwanDA1969,QTb,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vol.MP.dg.des.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Dalles Group,Deschutes Formation,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ebrcjnt,lava flows,basalt,no data,mixed crystals,brecciated/jointed,volcanic,SwanDA1969QTb,11667,274,99,31811.32442,20816723.07
712,SwanDA1969,Qs,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,srx.MIX.Lnd.Gmix.End,sedimentary rocks,mixed lithologies,no data,mixed grains,no data,surficial sediments,SwanDA1969Qs,11666,274,99,10026.00528,3914186.209
713,SwanDA1969,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ejnt,lava flows,basalt,no data,mixed crystals,jointed,volcanic,SwanDA1969Tcr1,11679,274,99,8834.546949,2826196.79
714,SwanDA1969,QTbv,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vp.M.nvr.nd.nd.nd.bas,vent and pyroclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,basalt,vol.MIX.Lnd.CGnd.End,volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,SwanDA1969QTbv,11669,274,99,9082.789081,4928918.012
715,SwanDA1969,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,SwanDA1969Qls,11665,274,99,4402.32827,1098526.246
716,SwanDA1969,QTbv,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vp.M.nvr.nd.nd.nd.bas,vent and pyroclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,basalt,vol.MIX.Lnd.CGnd.End,volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,SwanDA1969QTbv,11669,274,99,7475.170324,3730282.166
717,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,11479.44599,4070898.152
718,SwanDA1969,Qf,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.fan.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial fan deposits,No data,no data,mixed grained sediments,sv.MIX.Lnd.CGnd.End,sedimentary/volcanic rocks,mixed lithologies,no data,no data,no data,surficial sediments,SwanDA1969Qf,11664,274,99,8043.534644,3003161.685
719,SwanDA1969,Qf,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.fan.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial fan deposits,No data,no data,mixed grained sediments,sv.MIX.Lnd.CGnd.End,sedimentary/volcanic rocks,mixed lithologies,no data,no data,no data,surficial sediments,SwanDA1969Qf,11664,274,99,17309.45468,10979518.58
720,SwanDA1969,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,SwanDA1969Qls,11665,274,99,36800.42272,21967643.48
721,SwanDA1969,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ejnt,lava flows,basalt,no data,mixed crystals,jointed,volcanic,SwanDA1969Tcr1,11679,274,99,11419.59565,2515852.312
722,SwanDA1969,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ejnt,lava flows,basalt,no data,mixed crystals,jointed,volcanic,SwanDA1969Tcr1,11679,274,99,4350.08597,1066223.836
723,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,3510.207944,534010.4585
724,SwanDA1969,QTs,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",srt.MP.dg.des.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Deschutes Formation,No data,no data,mixed grained sediments,vlc.MIX.Lsd.Gnd.End,volcaniclastic rocks,mixed lithologies,some data,no data,no data,sedimentary,SwanDA1969QTs,11672,274,99,52946.85426,21536313.73
725,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,5073.98933,1001982.058
726,SwanDA1969,QTb,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vol.MP.dg.des.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Dalles Group,Deschutes Formation,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ebrcjnt,lava flows,basalt,no data,mixed crystals,brecciated/jointed,volcanic,SwanDA1969QTb,11667,274,99,755847.0402,2988910112
727,SwanDA1969,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ejnt,lava flows,basalt,no data,mixed crystals,jointed,volcanic,SwanDA1969Tcr1,11679,274,99,4050.1855,1236700.978
728,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,29210.41395,24761906.97
729,SwanDA1969,Qls,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,SwanDA1969Qls,11665,274,99,5675.826707,1606090.951
730,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,4276.895893,1156151.659
731,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,4478.211908,889881.359
732,SwanDA1969,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic,SwanDA1969Tjt,11686,274,99,4724.572333,1482195.96
733,SwanDA1969,Tjw,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFF.Lflb.Gmix.End,volcaniclastic rocks,tuff,flow banded,mixed grains,no data,volcanic,SwanDA1969Tjw,11687,274,99,5364.030389,1367060.494
734,SwanDA1969,Tjr,John Day Formation,vol.EO.jdcl.jd.nd.nd.rhy,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,iv.DAC_RYD.Lflb.CGsd.End,intrusive/volcanic rocks,dacite/rhyodacite,flow banded,some data crystals/grains,no data,volcanic,SwanDA1969Tjr,11685,274,99,16969.85654,10744823.43
735,SwanDA1969,QTbv,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",vp.M.nvr.nd.nd.nd.bas,vent and pyroclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,no data,basalt,vol.MIX.Lnd.CGnd.End,volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,SwanDA1969QTbv,11669,274,99,5352.539707,1719274.995
736,SwanDA1969,Qs,Basalt flow and unconsolidated sedmentary deposits,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,srx.MIX.Lnd.Gmix.End,sedimentary rocks,mixed lithologies,no data,mixed grains,no data,surficial sediments,SwanDA1969Qs,11666,274,99,36227.83964,45876320
737,SwanDA1969,Tjw,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFF.Lflb.Gmix.End,volcaniclastic rocks,tuff,flow banded,mixed grains,no data,volcanic,SwanDA1969Tjw,11687,274,99,4047.438049,1039538.862
738,SwanDA1969,QTs,"Tuffaceous sedimentary rocks, interbedded basalt flows and vent rocks, and landslide debris",srt.MP.dg.des.nd.nd.mix,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Deschutes Formation,No data,no data,mixed grained sediments,vlc.MIX.Lsd.Gnd.End,volcaniclastic rocks,mixed lithologies,some data,no data,no data,sedimentary,SwanDA1969QTs,11672,274,99,71246.29323,32644226.48
